NO,ID,OT,latitude,longitude,DEPTH,MAG,ML,MC,MW,NST,RMS,GAP,lat_e,long_e,dp_e,L,FELT, STRIKE, DIP, RAKE
1483,09-0822-57L.S202303,2023-03-09 02:22,  14.118,  -89.973,   0.0,  1.3,  1.3,     ,     ,   5, 0.28,    ,      ,      ,      , L  ,-,      ,      ,     
1484,09-0846-47L.S202303,2023-03-09 02:46,  15.685,  -88.715,   3.5,  3.1,  3.1,     ,     ,  17, 0.54,    ,      ,      ,      , L  ,2,      ,      ,     
1485,09-1111-03L.S202303,2023-03-09 05:11,  14.584,  -92.595,  22.9,  2.6,  2.6,     ,     ,  12, 0.36,    ,      ,      ,      , L  ,-,      ,      ,     
1486,10-1434-11L.S202303,2023-03-10 08:34,  13.200,  -89.634,  14.7,  4.7,  4.7,     ,     ,  43, 0.86, 196,   2.0,   1.3,  2.1 , L  ,-,      ,      ,     
1487,10-1605-51L.S202303,2023-03-10 10:05,  12.854,  -88.915,  11.9,  4.2,  4.2,     ,     ,   9, 0.46, 256,   5.8,   2.6,  7.6 , L  ,-,      ,      ,     
1488,10-1800-24L.S202303,2023-03-10 12:00,  13.177,  -89.746,  14.8,  3.3,  3.3,     ,     ,   9, 0.23, 285,   4.9,   5.3,  7.3 , L  ,-,      ,      ,     
1489,10-2253-12L.S202303,2023-03-10 16:53,  14.937,  -89.551,  14.4,  2.5,  2.5,     ,     ,   6, 0.71,    ,      ,      ,      , L  ,-,      ,      ,     
1490,11-0251-51L.S202303,2023-03-10 20:51,  14.204,  -87.662,  17.9,  3.0,  3.0,     ,     ,   8, 1.64,    ,      ,      ,      , L  ,-,      ,      ,     
1491,11-0839-46L.S202303,2023-03-11 02:39,  14.191,  -89.859,   1.4,  1.8,  1.8,     ,     ,  12, 0.85,    ,      ,      ,      , L  ,-,      ,      ,     
1492,11-1528-43L.S202303,2023-03-11 09:28,  13.680,  -91.523,  13.9,  3.0,  3.0,     ,     ,  20, 0.36,    ,      ,      ,      , L  ,-,      ,      ,     
1493,11-1828-53L.S202303,2023-03-11 12:28,  13.985,  -91.439,  14.0,  2.7,  2.7,     ,     ,  25, 0.30,    ,      ,      ,      , L  ,-,      ,      ,     
1494,11-2136-36L.S202303,2023-03-11 15:36,  13.959,  -92.683,  19.6,  3.8,  3.8,     ,     ,  28, 0.54,    ,      ,      ,      , L  ,-,      ,      ,     
1495,11-2256-45L.S202303,2023-03-11 16:56,  13.388,  -90.955,  15.1,  4.9,  4.9,     ,     ,  72, 0.84,    ,      ,      ,      , L  ,2,      ,      ,     
1496,11-2357-40L.S202303,2023-03-11 17:57,  14.089,  -89.838,   3.8,  1.7,  1.7,     ,     ,  11, 0.41,    ,      ,      ,      , L  ,-,      ,      ,     
1497,12-0034-08L.S202303,2023-03-11 18:34,  14.078,  -89.850,   4.9,  1.7,  1.7,     ,     ,  11, 0.14,    ,      ,      ,      , L  ,-,      ,      ,     
1498,12-0125-54L.S202303,2023-03-11 19:25,  13.242,  -90.306,  17.4,  2.4,  2.4,     ,     ,  13, 0.38,    ,      ,      ,      , L  ,-,      ,      ,     
1499,12-0145-34L.S202303,2023-03-11 19:45,  14.099,  -89.858,   2.9,  1.5,  1.5,     ,     ,  10, 0.21,    ,      ,      ,      , L  ,-,      ,      ,     
1500,12-0439-10L.S202303,2023-03-11 22:39,  13.535,  -90.843,  19.9,  5.3,  5.3,     ,     , 109, 0.99,    ,      ,      ,      , L  ,2,      ,      ,     
1501,12-0506-48L.S202303,2023-03-11 23:06,  14.108,  -89.865,   3.7,  0.8,  0.8,     ,     ,   6, 0.10,    ,      ,      ,      , L  ,-,      ,      ,     
1502,12-0515-48L.S202303,2023-03-11 23:15,  13.158,  -90.121,   1.3,  2.8,  2.8,     ,     ,  20, 0.55,    ,      ,      ,      , L  ,-,      ,      ,     
1503,12-0615-54L.S202303,2023-03-12 00:15,  13.324,  -89.922,   4.8,  1.9,  1.9,     ,     ,   6, 0.32,    ,      ,      ,      , L  ,-,      ,      ,     
1504,12-0724-14L.S202303,2023-03-12 01:24,  13.173,  -90.182,   5.5,  2.0,  2.0,     ,     ,   6, 0.02,    ,      ,      ,      , L  ,-,      ,      ,     
1505,12-0756-09L.S202303,2023-03-12 01:56,  14.843,  -90.423,   0.5,  2.1,  2.1,     ,     ,  23, 0.16,    ,      ,      ,      , L  ,-,      ,      ,     
1506,12-0820-30L.S202303,2023-03-12 02:20,  13.885,  -91.905,   2.3,  3.2,  3.2,     ,     ,  36, 0.68,    ,      ,      ,      , L  ,-,      ,      ,     
1507,12-0822-34L.S202303,2023-03-12 02:22,  13.756,  -91.920,  14.8,  3.0,  3.0,     ,     ,  21, 0.34,    ,      ,      ,      , L  ,-,      ,      ,     
1508,12-0851-38L.S202303,2023-03-12 02:51,  14.043,  -89.798,   2.7,  1.5,  1.5,     ,     ,  29, 0.18,    ,      ,      ,      , L  ,-,      ,      ,     
1509,12-0901-26L.S202303,2023-03-12 03:01,  13.079,  -90.147,   2.9,  2.1,  2.1,     ,     ,  10, 0.22,    ,      ,      ,      , L  ,-,      ,      ,     
1510,12-0915-19L.S202303,2023-03-12 03:15,  14.146,  -89.808,   9.6,  0.7,  0.7,     ,     ,   6, 0.11,    ,      ,      ,      , L  ,-,      ,      ,     
1511,12-2043-52L.S202303,2023-03-12 14:44,  14.733,  -91.574,   1.1,  2.2,     ,  2.2,     ,  11,  0.2, 171,   0.8,   1.0,   0.5, L V,-,      ,      ,     
1512,12-2239-57L.S202303,2023-03-12 16:39,  14.068,  -89.849,   4.6,  2.2,  2.2,     ,     ,  11, 0.13,    ,      ,      ,      , L  ,-,      ,      ,     
1513,13-0111-38L.S202303,2023-03-12 19:11,  12.411,  -90.213,   6.5,  4.2,  4.2,     ,     ,  44, 0.63,    ,      ,      ,      , L  ,-,      ,      ,     
1514,13-0748-01L.S202303,2023-03-13 01:48,  14.089,  -89.841,   2.1,  1.9,  1.9,     ,     ,  17, 0.42,    ,      ,      ,      , L  ,-,      ,      ,     
1515,13-0827-38L.S202303,2023-03-13 02:27,  14.085,  -89.872,   0.5,  2.4,  2.4,     ,     ,  30, 0.96,    ,      ,      ,      , L  ,-,      ,      ,     
1516,13-2115-20L.S202303,2023-03-13 15:15,  16.163,  -94.527,  23.1,  2.8,  2.8,     ,     ,   4, 1.02, 146,   4.1,   2.4,  18.1, L  ,-,      ,      ,     
1517,14-0255-37L.S202303,2023-03-13 20:55,  14.374,  -93.447,  18.5,  5.0,  5.0,     ,     ,  46, 0.92,    ,      ,      ,      , L  ,-,      ,      ,     
1518,14-0805-33L.S202303,2023-03-14 02:05,  14.613,  -92.422,  14.2,  3.0,  3.0,     ,     ,  11, 0.08,    ,      ,      ,      , L  ,-,      ,      ,     
1519,14-1358-35L.S202303,2023-03-14 07:58,  15.314,  -94.572,   0.0,  4.4,  4.4,     ,     ,  22, 0.89,    ,      ,      ,      , L  ,-,      ,      ,     
1520,14-1521-16L.S202303,2023-03-14 09:21,  13.792,  -91.151,  21.7,  2.3,  2.3,     ,     ,   8, 0.20,    ,      ,      ,      , L  ,-,      ,      ,     
1521,14-1704-54L.S202303,2023-03-14 11:04,  13.993,  -90.306,   0.0,  3.2,  3.2,     ,     ,  16, 1.81,    ,      ,      ,      , L  ,-,      ,      ,     
1522,14-1829-12L.S202303,2023-03-14 12:29,  12.256,  -87.720,  24.5,  3.7,  3.7,     ,     ,  19, 0.34,    ,      ,      ,      , L  ,-,      ,      ,     
1523,15-0344-03L.S202303,2023-03-14 21:44,  13.478,  -90.567,  13.1,  3.8,  3.8,     ,     ,  27, 0.43,    ,      ,      ,      , L  ,-,      ,      ,     
1524,15-0726-46L.S202303,2023-03-15 01:26,  15.482,  -89.074,   0.7,  3.0,  3.0,     ,     ,  19, 0.33,    ,      ,      ,      , L  ,-,      ,      ,     
1525,15-0747-25L.S202303,2023-03-15 01:47,  12.991,  -89.191,  20.9,  3.2,  3.2,     ,     ,  23, 0.54,    ,      ,      ,      , L  ,-,      ,      ,     
1526,16-0351-57L.S202303,2023-03-15 21:51,  14.075,  -89.833,   5.0,  2.0,  2.0,     ,     ,   6, 0.22, 130,   1.8,   3.0,  5.1 , L  ,-,      ,      ,     
1527,16-0423-24L.S202303,2023-03-15 22:23,  14.079,  -89.862,   6.3,  1.7,  1.7,     ,     ,  12, 0.19,    ,      ,      ,      , L  ,-,      ,      ,     
1528,16-0544-37L.S202303,2023-03-15 23:44,  14.048,  -92.140,  10.5,  3.1,  3.1,     ,     ,  28, 0.62,    ,      ,      ,      , L  ,-,      ,      ,     
1529,16-0614-57L.S202303,2023-03-16 00:14,  14.081,  -89.851,   6.6,  1.8,  1.8,     ,     ,  12, 0.17,    ,      ,      ,      , L  ,-,      ,      ,     
1530,16-0909-21L.S202303,2023-03-16 03:09,  14.068,  -91.599,  22.7,  3.7,  3.7,     ,     ,  28, 0.67, 223,   3.1,   2.2,  3.1 , L  ,-,      ,      ,     
1531,16-0928-36L.S202303,2023-03-16 03:28,  14.249,  -90.378,   1.9,  2.5,  2.5,     ,     ,  19, 0.44,    ,      ,      ,      , L  ,-,      ,      ,     
1532,16-0959-40L.S202303,2023-03-16 03:59,  14.087,  -90.410,   3.2,  1.6,  1.6,     ,     ,   9, 0.69,    ,      ,      ,      , L  ,-,      ,      ,     
1533,16-1706-23L.S202303,2023-03-16 11:06,  13.578,  -90.837,  17.3,  3.6,  3.6,     ,     ,  26, 0.53,    ,      ,      ,      , L  ,-,      ,      ,     
1534,17-0135-09L.S202303,2023-03-16 19:35,  12.815,  -90.372,  14.1,  4.3,  4.3,     ,     ,  64, 0.97,    ,      ,      ,      , L  ,-,      ,      ,     
1535,17-0416-12L.S202303,2023-03-16 22:16,  13.766,  -89.400,   9.9,  2.5,  2.5,     ,     ,  25, 0.32,    ,      ,      ,      , L  ,-,      ,      ,     
1536,17-0500-24L.S202303,2023-03-16 23:00,  13.395,  -90.347,  23.1,  3.0,  3.0,     ,     ,  30, 0.47,    ,      ,      ,      , L  ,-,      ,      ,     
1537,17-0508-36L.S202303,2023-03-16 23:08,  16.308,  -91.872,   6.8,  2.3,  2.3,     ,     ,  12, 1.18,    ,      ,      ,      , L  ,-,      ,      ,     
1538,17-0557-14L.S202303,2023-03-16 23:57,  14.005,  -89.800,   5.3,  1.6,  1.6,     ,     ,  15, 0.29,    ,      ,      ,      , L  ,-,      ,      ,     
1539,17-0717-43L.S202303,2023-03-17 01:17,  14.055,  -89.853,   3.3,  1.6,  1.6,     ,     ,  10, 0.10,    ,      ,      ,      , L  ,-,      ,      ,     
1540,17-0749-20L.S202303,2023-03-17 01:49,  14.324,  -90.259,   3.6,  1.5,  1.5,     ,     ,  10, 0.28,    ,      ,      ,      , L  ,-,      ,      ,     
1541,17-1116-38L.S202303,2023-03-17 05:16,  14.214,  -92.066,  11.3,  2.8,  2.8,     ,     ,  18, 0.33,    ,      ,      ,      , L  ,-,      ,      ,     
1542,17-2213-28L.S202303,2023-03-17 16:13,  13.241,  -90.133,  15.1,  3.5,  3.5,     ,     ,  18, 0.40,    ,      ,      ,      , L  ,-,      ,      ,     
1543,17-2351-24L.S202303,2023-03-17 17:51,  13.739,  -91.234,  19.5,  3.4,  3.4,     ,     ,  19, 0.15,    ,      ,      ,      , L  ,-,      ,      ,     
1544,18-0352-56L.S202303,2023-03-17 21:52,  14.074,  -89.842,   3.8,  2.3,  2.3,     ,     ,  13, 0.17,    ,      ,      ,      , L  ,-,      ,      ,     
1545,18-0355-41L.S202303,2023-03-17 21:55,  14.080,  -89.836,   2.9,  2.3,  2.3,     ,     ,  16, 0.43,    ,      ,      ,      , L  ,-,      ,      ,     
1546,18-0950-53L.S202303,2023-03-18 03:50,  16.234,  -87.794,   0.0,  3.5,  3.5,     ,     ,  12, 1.17, 244,   4.3,   3.1,  0.0 , L  ,-,      ,      ,     
1547,18-1429-09L.S202303,2023-03-18 08:29,  13.622,  -90.852,  18.8,  3.0,  3.0,     ,     ,  18, 0.25,    ,      ,      ,      , L  ,-,      ,      ,     
1548,18-1621-11L.S202303,2023-03-18 10:21,  13.795,  -91.515,  15.0,  2.5,  2.5,     ,     ,  10, 0.70,    ,      ,      ,      , L  ,-,      ,      ,     
1549,18-1924-43L.S202303,2023-03-18 13:24,  14.095,  -89.874,   4.9,  2.1,  2.1,     ,     ,  10, 0.23,    ,      ,      ,      , L  ,-,      ,      ,     
1550,18-2104-29L.S202303,2023-03-18 15:04,  12.875,  -90.518,  12.5,  3.5,  3.5,     ,     ,  14, 0.88,    ,      ,      ,      , L  ,-,      ,      ,     
1551,19-0854-25L.S202303,2023-03-19 02:54,  13.548,  -90.797,  15.4,  3.3,  3.3,     ,     ,  24, 0.49, 239,   2.9,   1.7,  5.2 , L  ,-,      ,      ,     
1552,20-0719-12L.S202303,2023-03-20 01:19,  14.074,  -89.907,   9.0,  1.4,  1.4,     ,     ,  12, 0.37,    ,      ,      ,      , L  ,-,      ,      ,     
1553,20-0804-54L.S202303,2023-03-20 02:04,  14.067,  -89.814,   3.8,  1.6,  1.6,     ,     ,  11, 0.24,    ,      ,      ,      , L  ,-,      ,      ,     
1554,20-2004-28L.S202303,2023-03-20 14:04,  12.943,  -89.041,  16.3,  4.0,  4.0,     ,     ,   8, 0.31, 253,   5.6,   2.7,  6.5 , L  ,-,      ,      ,     
1555,21-0054-37L.S202303,2023-03-20 18:54,  14.076,  -89.831,   4.5,  1.6,  1.6,     ,     ,   9, 0.18,    ,      ,      ,      , L  ,-,      ,      ,     
1556,21-0058-09L.S202303,2023-03-20 18:58,  13.848,  -92.098,  19.1,  4.2,  4.2,     ,     ,  42, 0.87,    ,      ,      ,      , L  ,0,      ,      ,     
1557,21-0426-08L.S202303,2023-03-20 22:26,  14.065,  -89.841,   4.8,  1.4,  1.4,     ,     ,   8, 0.08,    ,      ,      ,      , L  ,-,      ,      ,     
1558,21-0546-16L.S202303,2023-03-20 23:46,  14.205,  -92.063,  24.5,  3.1,  3.1,     ,     ,  31, 0.82,    ,      ,      ,      , L  ,-,      ,      ,     
1559,21-0602-30L.S202303,2023-03-21 00:02,  13.503,  -91.431,   2.6,  3.3,  3.3,     ,     ,  20, 0.39,    ,      ,      ,      , L  ,-,      ,      ,     
1560,21-0654-07L.S202303,2023-03-21 00:54,  12.188,  -87.967,  19.4,  3.4,  3.4,     ,     ,  12, 0.96,    ,      ,      ,      , L  ,-,      ,      ,     
1561,21-1658-11L.S202303,2023-03-21 10:58,  12.671,  -88.507,  12.7,  3.8,  3.8,     ,     ,  26, 0.52,    ,      ,      ,      , L  ,-,      ,      ,     
1562,21-2141-06L.S202303,2023-03-21 15:41,  15.659,  -90.199,   2.5,  2.7,  2.7,     ,     ,  17, 0.64,    ,      ,      ,      , L  ,-,      ,      ,     
1563,22-0322-33L.S202303,2023-03-21 21:22,  13.379,  -91.559,   0.0,  3.5,  3.5,     ,     ,  27, 0.76,    ,      ,      ,      , L  ,-,      ,      ,     
1564,22-0614-17L.S202303,2023-03-22 00:14,  14.092,  -89.732,   4.7,  2.8,  2.8,     ,     ,  25, 0.77,    ,      ,      ,      , L  ,-,      ,      ,     
1565,22-1157-14L.S202303,2023-03-22 05:57,  13.033,  -89.305,  23.1,  4.2,  4.2,     ,     ,  22, 0.41,    ,      ,      ,      , L  ,-,      ,      ,     
1566,23-0036-48L.S202303,2023-03-22 18:36,  13.565,  -91.066,  20.0,  3.3,  3.3,     ,     ,  25, 0.44,    ,      ,      ,      , L  ,-,      ,      ,     
1567,23-0508-44L.S202303,2023-03-22 23:08,  14.415,  -88.556,   3.9,  3.1,  3.1,     ,     ,  29, 0.19,    ,      ,      ,      , L  ,-,      ,      ,     
1568,23-1822-59L.S202303,2023-03-23 12:22,  13.775,  -91.188,  18.9,  3.4,  3.4,     ,     ,  18, 0.59,    ,      ,      ,      , L  ,-,      ,      ,     
1569,23-2151-36L.S202303,2023-03-23 15:51,  14.062,  -89.834,   5.3,  1.9,  1.9,     ,     ,  10, 0.20,    ,      ,      ,      , L  ,-,      ,      ,     
1570,24-0220-59L.S202303,2023-03-23 20:20,  14.086,  -89.881,   0.0,  1.3,  1.3,     ,     ,   8, 0.30,    ,      ,      ,      , L  ,-,      ,      ,     
1571,24-0535-53L.S202303,2023-03-23 23:35,  14.059,  -90.124,   4.6,  1.9,  1.9,     ,     ,  16, 0.20,    ,      ,      ,      , L  ,-,      ,      ,     
1572,24-0546-45L.S202303,2023-03-23 23:46,  14.070,  -89.828,   6.3,  1.3,  1.3,     ,     ,   7, 0.12,    ,      ,      ,      , L  ,-,      ,      ,     
1573,24-0855-29L.S202303,2023-03-24 02:55,  14.016,  -89.794,   3.2,  1.9,  1.9,     ,     ,  11, 0.26,    ,      ,      ,      , L  ,-,      ,      ,     
1574,24-0919-35L.S202303,2023-03-24 03:19,  14.561,  -92.523,  23.6,  2.6,  2.6,     ,     ,  14, 0.31,    ,      ,      ,      , L  ,-,      ,      ,     
1575,24-1235-09L.S202303,2023-03-24 06:35,  14.078,  -89.840,   3.3,  2.9,  2.9,     ,     ,  15, 0.23,    ,      ,      ,      , L  ,-,      ,      ,     
1576,24-1244-42L.S202303,2023-03-24 06:44,  14.134,  -89.795,   0.9,  2.0,  2.0,     ,     ,   8, 0.61,    ,      ,      ,      , L  ,-,      ,      ,     
1577,24-2234-22L.S202303,2023-03-24 16:34,  15.109,  -94.254,  17.5,  4.3,  4.3,     ,     ,  22, 0.67,    ,      ,      ,      , L  ,-,      ,      ,     
1578,25-0202-46L.S202303,2023-03-24 20:02,  13.387,  -91.051,  20.9,  3.9,  3.9,     ,     ,  42, 0.52,    ,      ,      ,      , L  ,-,      ,      ,     
1579,25-0241-16L.S202303,2023-03-24 20:41,  14.068,  -89.848,   4.7,  1.5,  1.5,     ,     ,   9, 0.12,    ,      ,      ,      , L  ,-,      ,      ,     
1580,25-0341-34L.S202303,2023-03-24 21:41,  14.065,  -89.838,   3.1,  2.1,  2.1,     ,     ,  14, 0.29,    ,      ,      ,      , L  ,-,      ,      ,     
1581,25-1023-05L.S202303,2023-03-25 04:23,  13.147,  -89.898,   6.1,  3.2,  3.2,     ,     ,  14, 0.33,    ,      ,      ,      , L  ,-,      ,      ,     
1582,25-1544-08L.S202303,2023-03-25 09:44,  12.253,  -90.183,  20.4,  4.0,  4.0,     ,     ,  17, 0.51,    ,      ,      ,      , L  ,-,      ,      ,     
1583,25-1740-46L.S202303,2023-03-25 11:40,  12.842,  -90.540,   0.0,  3.5,  3.5,     ,     ,  10, 1.62,    ,      ,      ,      , L  ,-,      ,      ,     
1584,26-0049-24L.S202303,2023-03-25 18:49,  15.751,  -89.889,   1.1,  3.0,  3.0,     ,     ,  15, 1.95,    ,      ,      ,      , L  ,-,      ,      ,     
1585,26-1325-43L.S202303,2023-03-26 07:25,  14.317,  -90.463,   3.7,  1.8,  1.8,     ,     ,   9, 0.23,    ,      ,      ,      , L  ,-,      ,      ,     
1586,26-2307-40L.S202303,2023-03-26 17:07,  14.729,  -90.365,   0.7,  1.6,  1.6,     ,     ,   7, 0.05,    ,      ,      ,      , L  ,-,      ,      ,     
1587,26-2318-10L.S202303,2023-03-26 17:18,  13.662,  -91.542,   6.0,  3.2,  3.2,     ,     ,  16, 0.29,    ,      ,      ,      , L  ,-,      ,      ,     
1588,27-1105-37L.S202303,2023-03-27 05:05,  14.079,  -89.819,   1.8,  2.0,  2.0,     ,     ,  16, 0.43,    ,      ,      ,      , L  ,-,      ,      ,     
1589,27-1210-33L.S202303,2023-03-27 06:10,  13.445,  -90.469,   8.4,  3.5,  3.5,     ,     ,  23, 0.35,    ,      ,      ,      , L  ,-,      ,      ,     
1590,27-2109-09L.S202303,2023-03-27 15:09,  13.587,  -90.764,  13.4,  3.6,  3.6,     ,     ,  39, 0.28,    ,      ,      ,      , L  ,-,      ,      ,     
1591,27-2119-05L.S202303,2023-03-27 15:19,  15.581,  -94.930,  24.3,  3.3,  3.3,     ,     ,  12, 1.57,    ,      ,      ,      , L  ,-,      ,      ,     
1592,28-0439-12L.S202303,2023-03-27 22:39,  16.197,  -95.675,  13.0,  4.0,     ,  4.0,     ,   7,  3.2, 176,  35.5,  34.5,  74.4, L  ,-,      ,      ,     
1593,28-0557-10L.S202303,2023-03-27 23:57,  13.810,  -91.947,  21.3,  3.4,  3.4,     ,     ,  44, 0.93,    ,      ,      ,      , L  ,-,      ,      ,     
1594,28-2235-20L.S202303,2023-03-28 16:35,  13.923,  -91.509,  11.9,  3.4,  3.4,     ,     ,  16, 0.80, 243,   4.4,   4.0,  5.8 , L  ,-,      ,      ,     
1595,29-0315-16L.S202303,2023-03-28 21:15,  14.576,  -89.127,   3.9,  2.2,  2.2,     ,     ,  27, 0.66,    ,      ,      ,      , L  ,-,      ,      ,     
1596,29-0425-11L.S202303,2023-03-28 22:25,  14.074,  -89.839,   4.6,  1.8,  1.8,     ,     ,   7, 0.01,    ,      ,      ,      , L  ,-,      ,      ,     
1597,29-0605-08L.S202303,2023-03-29 00:05,  13.325,  -90.084,  24.9,  2.8,  2.8,     ,     ,  15, 0.16,    ,      ,      ,      , L  ,-,      ,      ,     
1598,29-0701-16L.S202303,2023-03-29 01:01,  14.063,  -91.665,  23.6,  3.0,  3.0,     ,     ,  17, 0.26,    ,      ,      ,      , L  ,-,      ,      ,     
1599,29-1045-06L.S202303,2023-03-29 04:45,  13.839,  -91.849,   1.2,  3.4,  3.4,     ,     ,  15, 0.25,    ,      ,      ,      , L  ,-,      ,      ,     
1600,29-1156-37L.S202303,2023-03-29 05:56,  14.055,  -89.836,   1.4,  1.7,  1.7,     ,     ,   6, 0.29,    ,      ,      ,      , L  ,-,      ,      ,     
1601,30-0331-26L.S202303,2023-03-29 21:31,  14.434,  -90.557,   4.1,  2.1,  2.1,     ,     ,  16, 0.45,    ,      ,      ,      , L  ,-,      ,      ,     
1602,30-0815-49L.S202303,2023-03-30 02:15,  13.204,  -90.385,   4.8,  3.4,  3.4,     ,     ,  23, 0.55,    ,      ,      ,      , L  ,-,      ,      ,     
1603,30-1329-18L.S202303,2023-03-30 07:29,  14.015,  -91.648,  16.6,  3.2,  3.2,     ,     ,  20, 0.20,    ,      ,      ,      , L  ,-,      ,      ,     
1604,30-1639-11L.S202303,2023-03-30 10:39,  14.412,  -93.049,  23.3,  3.8,  3.8,     ,     ,  25, 0.57,    ,      ,      ,      , L  ,-,      ,      ,     
1605,30-2024-17L.S202303,2023-03-30 14:24,  14.486,  -92.760,   0.0,  3.6,  3.6,     ,     ,  15, 0.54,    ,      ,      ,      , L  ,-,      ,      ,     
1606,30-2151-05L.S202303,2023-03-30 15:51,  13.544,  -91.201,   8.9,  3.2,  3.2,     ,     ,  12, 0.33, 286,   4.7,   4.0,   8.5, L  ,-,      ,      ,     
1607,31-0650-27L.S202303,2023-03-31 00:50,  14.066,  -89.863,   2.4,  3.1,  3.1,     ,     ,  25, 0.90, 78 ,  2.0 ,  1.8 ,  1.5 , L  ,-,      ,      ,     
1608,31-0957-13L.S202303,2023-03-31 03:57,  14.440,  -90.615,   6.1,  1.7,  1.7,     ,     ,   8, 0.50, 194,   3.3,   4.8,  0.0 , L  ,-,      ,      ,     
1609,31-0957-14L.S202303,2023-03-31 03:57,  14.442,  -90.570,   6.1,  1.7,     ,  1.7,     ,   9,  0.8, 140,   5.8,  14.4,  14.5, L  ,-,      ,      ,     
1610,31-2358-30L.S202303,2023-03-31 17:58,  13.951,  -91.616,   4.5,  3.2,  3.2,     ,     ,  14, 0.30, 281,  11.0,   6.9,   4.1, L  ,-,      ,      ,     
1611,01-0219-59L.S202304,2023-03-31 20:19,  13.038,  -89.633,  11.7,  3.3,  3.3,     ,     ,  22, 0.56, 214,   3.2,   2.2,   5.1, L  ,-,      ,      ,     
1612,01-0604-17L.S202304,2023-04-01 00:04,  14.049,  -89.820,   5.1,  1.8,  1.8,     ,     ,   3, 0.09, 164,   2.8,   3.7,   6.6, L  ,-,      ,      ,     
1613,01-0633-31L.S202304,2023-04-01 00:33,  14.081,  -89.830,   5.4,  1.6,  1.6,     ,     ,   6, 0.18, 126,   2.1,   2.1,   4.3, L  ,-,      ,      ,     
1614,01-0645-35L.S202304,2023-04-01 00:45,  14.047,  -89.829,   4.5,  1.9,  1.9,     ,     ,   6, 0.27, 161,   4.5,   4.4,   2.7, L  ,-,      ,      ,     
1615,01-0848-46L.S202304,2023-04-01 02:48,  13.930,  -91.630,  12.2,  2.7,  2.7,     ,     ,  14, 0.46, 271,   4.2,   3.8,   7.4, L  ,-,      ,      ,     
1616,01-1000-39L.S202304,2023-04-01 04:00,  14.054,  -89.814,   3.7,  1.6,  1.6,     ,     ,   6, 0.23, 145,   2.3,   2.5,   4.5, L  ,-,      ,      ,     
1617,01-1032-59L.S202304,2023-04-01 04:32,  14.043,  -89.821,   6.2,  1.7,  1.7,     ,     ,   3, 0.17, 174,   3.1,   4.1,   5.7, L  ,-,      ,      ,     
1618,01-1052-42L.S202304,2023-04-01 04:52,  15.495,  -87.809,   2.2,  2.7,  2.7,     ,     ,   7, 0.56, 202,   6.1,   2.5,   2.3, L  ,-,      ,      ,     
1619,01-1057-47L.S202304,2023-04-01 04:57,  14.059,  -89.812,   8.1,  1.5,  1.5,     ,     ,   4, 0.48, 145,   2.3,   3.4,   5.6, L  ,-,      ,      ,     
1620,01-1125-04L.S202304,2023-04-01 05:25,  14.056,  -89.816,   6.4,  1.6,  1.6,     ,     ,   5, 0.08, 146,   2.2,   3.1,   4.8, L  ,-,      ,      ,     
1621,01-1130-44L.S202304,2023-04-01 05:30,  14.057,  -89.810,   5.2,  1.5,  1.5,     ,     ,   5, 0.18, 147,   2.1,   2.7,   4.8, L  ,-,      ,      ,     
1622,01-1804-23L.S202304,2023-04-01 12:04,  14.091,  -89.775,   2.0,  2.6,  2.6,     ,     ,   3, 0.29, 192,   4.3,   5.6,  10.4, L  ,-,      ,      ,     
