NO,ID,OT,latitude,longitude,DEPTH,MAG,ML,MC,MW,NST,RMS,GAP,lat_e,long_e,dp_e,L,FELT, STRIKE, DIP, RAKE,clasificación
3398,20-1406-35L.S202308,2023-08-20 08:06,14.518,-90.263,12.8,1.3,  1.3,     ,     ,4,0.32, 124,   3.2,   2.6,  8.2 , L  ,-,      ,      ,     ,cortical
3399,20-1425-17L.S202308,2023-08-20 08:25,12.946,-89.436,11.8,3.4,  3.4,     ,     ,24,0.42, 256,   3.0,   3.4,  6.2 , L  ,-,      ,      ,     ,cortical
3400,20-1807-44L.S202308,2023-08-20 12:07,14.773,-93.009,24.1,4.1,  4.1,     ,     ,22,0.76, 223,   4.3,   3.2,  8.0 , L  ,-,      ,      ,     ,cortical
3401,20-1833-36L.S202308,2023-08-20 12:33,14.561,-90.221,6.7,2.1,  2.1,     ,     ,4,0.08, 168,   4.0,   2.3,  9.0 , L  ,-,      ,      ,     ,cortical
3402,20-2006-10L.S202308,2023-08-20 14:06,14.078,-91.665,12.7,3.1,  3.1,     ,     ,16,0.58, 261,   3.9,   7.6,  9.4 , L  ,-,      ,      ,     ,cortical
3403,20-2008-28L.S202308,2023-08-20 14:08,16.846,-85.497,12.0,4.2,  4.2,     ,     ,8,0.66, 286,  16.9,  18.3,  29.2, L  ,-,      ,      ,     ,cortical
3404,20-2027-49L.S202308,2023-08-20 14:27,14.57,-91.137,166.8,2.2,  2.2,     ,     ,11,0.2, 154,   7.8,  13.6,  10.1, L  ,-,      ,      ,     ,subducción intraplaca
3405,21-1019-41L.S202308,2023-08-21 04:19,15.512,-90.493,151.3,2.8,  2.8,     ,     ,14,0.86, 81 ,  4.7 ,  4.6 , 5.6  , L  ,-,      ,      ,     ,subducción intraplaca
3406,21-1413-13L.S202308,2023-08-21 08:13,14.378,-92.423,10.9,3.0,  3.0,     ,     ,10,0.47, 306,   6.5,   4.9,  14.5, L  ,-,      ,      ,     ,cortical
3407,21-1415-42L.S202308,2023-08-21 08:15,13.832,-91.403,17.1,3.3,  3.3,     ,     ,14,0.61, 279,   4.4,   3.3,  8.6 , L  ,-,      ,      ,     ,cortical
3408,21-2102-42L.S202308,2023-08-21 15:02,13.733,-92.233,20.4,3.6,  3.6,     ,     ,15,0.62, 267,   7.9,   5.8,  19.3, L  ,-,      ,      ,     ,cortical
3409,22-0117-17L.S202308,2023-08-21 19:17,12.614,-88.254,28.7,3.9,  3.9,     ,     ,46,0.39, 212,   2.7,   1.9,  3.5 , L  ,-,      ,      ,     ,subducción interfase
3410,22-0130-49L.S202308,2023-08-21 19:30,14.738,-92.868,5.9,2.8,  2.8,     ,     ,8,0.31, 319,   5.8,   9.0,  12.5, L  ,-,      ,      ,     ,cortical
3411,22-0303-12L.S202308,2023-08-21 21:03,13.376,-90.048,16.8,3.2,  3.2,     ,     ,26,0.5, 237,   3.3,   2.0,  3.8 , L  ,-,      ,      ,     ,cortical
3412,22-0516-20L.S202308,2023-08-21 23:16,15.87,-91.475,1.2,3.7,  3.7,     ,     ,37,0.78, 134,   1.5,   1.1,  1.3 , L  ,-,      ,      ,     ,cortical
3413,22-0602-23L.S202308,2023-08-22 00:02,14.531,-92.324,37.2,2.6,  2.6,     ,     ,13,0.45, 277,   5.1,   5.1,  6.2 , L  ,-,      ,      ,     ,subducción interfase
3414,22-0606-07L.S202308,2023-08-22 00:06,12.68,-88.323,27.7,3.3,  3.3,     ,     ,42,0.29, 208,   2.6,   2.1,  4.5 , L  ,-,      ,      ,     ,subducción interfase
3415,22-0633-20L.S202308,2023-08-22 00:33,14.579,-91.607,93.7,1.2,  1.2,     ,     ,11,0.21, 126,   8.5,  10.7,   8.3, L  ,-,      ,      ,     ,subducción intraplaca
3416,22-0636-21L.S202308,2023-08-22 00:36,14.288,-92.584,17.9,3.3,  3.3,     ,     ,18,0.5, 311,   4.8,   5.9,  9.7 , L  ,-,      ,      ,     ,cortical
3417,22-1104-03L.S202308,2023-08-22 05:04,14.862,-92.949,37.3,3.8,  3.8,     ,     ,21,0.8, 237,   4.0,   3.6,  8.0 , L  ,-,      ,      ,     ,subducción interfase
3418,22-1247-19L.S202308,2023-08-22 06:47,15.863,-90.77,0.6,3.5,  3.5,     ,     ,29,0.61, 92 ,  1.5 ,  1.3 , 1.4  , L  ,-,      ,      ,     ,cortical
3419,22-2122-17L.S202308,2023-08-22 15:22,14.742,-92.856,9.6,2.9,  2.9,     ,     ,12,0.57, 315,   5.5,   8.7,  13.3, L  ,-,      ,      ,     ,cortical
3420,22-2221-39L.S202308,2023-08-22 16:21,14.733,-92.877,24.1,4.0,  4.0,     ,     ,11,0.19, 316,   5.9,   5.5,  10.2, L  ,-,      ,      ,     ,cortical
3421,22-2237-05L.S202308,2023-08-22 16:37,14.319,-91.781,34.7,3.1,  3.1,     ,     ,21,0.66, 100,   2.6,   2.9,  3.0 , L  ,-,      ,      ,     ,subducción interfase
3422,23-0212-22L.S202308,2023-08-22 20:12,14.517,-92.324,21.6,2.8,  2.8,     ,     ,12,0.37, 296,   6.5,   5.2,  20.3, L  ,-,      ,      ,     ,cortical
3423,23-0259-31L.S202308,2023-08-22 20:59,14.514,-92.487,38.8,3.4,  3.4,     ,     ,20,0.61, 218,   4.0,   3.9,  6.2 , L  ,-,      ,      ,     ,subducción interfase
3424,23-0611-15L.S202308,2023-08-23 00:11,14.243,-91.49,86.4,3.8,  3.8,     ,     ,41,0.82, 142,   2.5,   1.8,  3.7 , L  ,-,      ,      ,     ,subducción intraplaca
3425,23-0805-08L.S202308,2023-08-23 02:05,14.47,-92.361,32.4,2.7,  2.7,     ,     ,13,0.3, 298,   8.0,   7.8,  15.3, L  ,-,      ,      ,     ,subducción interfase
3426,23-1154-27L.S202308,2023-08-23 05:54,14.467,-92.194,46.2,3.7,  3.7,     ,     ,18,0.64, 223,   5.7,   6.1,  8.5 , L  ,-,      ,      ,     ,subducción interfase
3427,23-1222-47L.S202308,2023-08-23 06:22,14.102,-91.081,175.2,2.9,  2.9,     ,     ,15,0.43, 233,  13.5,   7.2,   5.5, L  ,-,      ,      ,     ,subducción intraplaca
3428,23-1700-32L.S202308,2023-08-23 11:00,13.232,-89.927,15.6,3.1,  3.1,     ,     ,21,0.33, 241,   3.3,   3.0,  4.6 , L  ,-,      ,      ,     ,cortical
3429,23-1710-47L.S202308,2023-08-23 11:10,14.311,-92.217,20.2,3.4,  3.4,     ,     ,13,0.57, 286,   5.2,   4.5,  8.0 , L  ,-,      ,      ,     ,cortical
3430,23-1842-01L.S202308,2023-08-23 12:42,13.305,-89.953,8.3,3.1,  3.1,     ,     ,20,0.4, 238,   3.7,   2.8,  4.0 , L  ,-,      ,      ,     ,cortical
3431,24-0441-04L.S202308,2023-08-23 22:41,14.0,-91.653,28.6,3.0,  3.0,     ,     ,18,0.39, 260,   4.0,   4.1,  4.7 , L  ,-,      ,      ,     ,subducción interfase
3432,24-1557-57L.S202308,2023-08-24 09:57,15.082,-93.442,33.5,4.4,  4.4,     ,     ,25,0.95, 218,   3.6,   3.2,  6.5 , L  ,-,      ,      ,     ,subducción interfase
3433,24-1601-51L.S202308,2023-08-24 10:01,14.255,-93.121,9.7,4.0,  4.0,     ,     ,15,0.56, 307,   6.0,   7.0,  11.7, L  ,-,      ,      ,     ,cortical
3434,24-1716-45L.S202308,2023-08-24 11:16,14.886,-93.42,26.4,3.2,  3.2,     ,     ,10,0.81, 272,   4.0,   4.9,  8.5 , L  ,-,      ,      ,     ,subducción interfase
3435,24-1743-59L.S202308,2023-08-24 11:43,14.32,-91.533,82.0,3.6,  3.6,     ,     ,28,0.65, 121,   4.1,   2.6,  3.7 , L  ,-,      ,      ,     ,subducción intraplaca
3436,24-2129-08L.S202308,2023-08-24 15:29,14.775,-92.996,37.2,3.9,  3.9,     ,     ,9,0.2, 317,  10.2,  13.8,  15.4, L  ,-,      ,      ,     ,subducción interfase
3437,25-0038-48L.S202308,2023-08-24 18:38,14.853,-94.003,0.0,4.2,  4.2,     ,     ,14,0.92, 243,   3.4,   4.4,  0.0 , L  ,-,      ,      ,     ,cortical
3438,25-0319-13L.S202308,2023-08-24 21:19,14.484,-90.643,2.7,2.7,  2.7,     ,     ,13,0.22, 178,   2.8,   2.3,  2.8 , L  ,-,      ,      ,     ,cortical
3439,25-0415-48L.S202308,2023-08-24 22:15,14.459,-90.653,3.7,2.7,  2.7,     ,     ,29,0.63, 97 ,  1.4 ,  1.0 , 1.2  , L  ,-,      ,      ,     ,cortical
3440,25-0456-04L.S202308,2023-08-24 22:56,17.952,-94.312,0.0,4.7,  4.7,     ,     ,23,0.9, 218,   3.6,   2.6,  0.0 , L  ,-,      ,      ,     ,cortical
3441,25-0513-54L.S202308,2023-08-24 23:13,13.609,-88.762,3.4,4.0,  4.0,     ,     ,26,0.89, 154,   1.8,   1.1,  1.1 , L  ,-,      ,      ,     ,cortical
3442,25-0645-22L.S202308,2023-08-25 00:45,14.354,-89.948,242.7,3.1,  3.1,     ,     ,22,0.72, 83 ,  4.5 ,  3.4 , 3.9  , L  ,-,      ,      ,     ,subducción intraplaca
3443,25-1139-05L.S202308,2023-08-25 05:39,14.443,-90.575,6.3,2.2,  2.2,     ,     ,12,0.22, 92 ,  2.2 ,  1.8 , 4.8  , L  ,-,      ,      ,     ,cortical
3444,25-1438-55L.S202308,2023-08-25 08:38,13.186,-91.928,3.0,4.3,  4.3,     ,     ,18,0.64, 272,   3.9,   4.6,  0.0 , L  ,-,      ,      ,     ,cortical
3445,25-2026-40L.S202308,2023-08-25 14:26,13.213,-91.44,6.2,3.5,  3.5,     ,     ,18,0.52, 276,  15.4,   7.8,  20.9, L  ,-,      ,      ,     ,cortical
3446,25-2227-07L.S202308,2023-08-25 16:27,12.761,-89.726,7.5,3.5,  3.5,     ,     ,15,0.19, 297,   3.7,   4.5,  5.2 , L  ,-,      ,      ,     ,cortical
3447,26-0158-25L.S202308,2023-08-25 19:58,13.751,-91.265,25.9,4.0,  4.0,     ,     ,34,0.44, 232,   2.7,   2.0,  7.9 , L  ,-,      ,      ,     ,subducción interfase
3448,26-0456-52L.S202308,2023-08-25 22:56,12.569,-88.281,21.2,3.5,  3.5,     ,     ,47,0.47, 210,   2.3,   1.8,  6.0 , L  ,-,      ,      ,     ,cortical
3449,26-0916-00L.S202308,2023-08-26 03:16,13.137,-89.337,23.6,2.7,  2.7,     ,     ,17,0.31, 257,   5.2,   3.2,  7.0 , L  ,-,      ,      ,     ,cortical
3450,26-2309-55L.S202308,2023-08-26 17:09,14.483,-92.45,22.5,4.0,  4.0,     ,     ,21,0.37, 237,   3.9,   3.2,  5.2 , L  ,-,      ,      ,     ,cortical
3451,27-0214-46L.S202308,2023-08-26 20:14,14.465,-90.656,1.5,1.7,  1.7,     ,     ,7,0.19, 159,   4.3,   1.9,  6.5 , L  ,-,      ,      ,     ,cortical
3452,27-0417-30L.S202308,2023-08-26 22:17,15.12,-91.675,160.0,1.8,  1.8,     ,     ,6,0.18, 109,  10.5,  12.0,  13.6, L  ,-,      ,      ,     ,subducción intraplaca
3453,27-0530-29L.S202308,2023-08-26 23:30,13.495,-90.859,4.2,2.5,  2.5,     ,     ,10,0.88, 277,   7.5,   9.0,  11.3, L  ,-,      ,      ,     ,cortical
3454,27-0701-29L.S202308,2023-08-27 01:01,14.251,-92.572,46.3,2.7,  2.7,     ,     ,10,0.77, 302,   5.2,   6.5,  14.3, L  ,-,      ,      ,     ,subducción interfase
3455,27-0903-02L.S202308,2023-08-27 03:03,13.521,-92.178,21.9,2.6,  2.6,     ,     ,9,0.7, 334,  18.0,  12.3,  33.2, L  ,-,      ,      ,     ,cortical
3456,27-1019-03L.S202308,2023-08-27 04:19,14.976,-92.887,44.9,2.8,  2.8,     ,     ,13,0.7, 229,  12.5,   6.9,  18.6, L  ,-,      ,      ,     ,subducción interfase
3457,27-1118-21L.S202308,2023-08-27 05:18,15.242,-90.567,1.9,1.6,  1.6,     ,     ,7,0.75, 114,   2.1,   1.8,  2.8 , L  ,-,      ,      ,     ,cortical
3458,27-1133-03L.S202308,2023-08-27 05:33,14.434,-93.339,8.2,4.8,  4.8,     ,     ,28,0.84, 266,   4.1,   5.4,  9.1 , L  ,-,      ,      ,     ,cortical
3459,27-1235-13L.S202308,2023-08-27 06:35,14.407,-91.559,82.4,2.3,  2.3,     ,     ,16,0.33, 125,   7.9,   6.7,  8.7 , L  ,-,      ,      ,     ,subducción intraplaca
3460,27-1435-14L.S202308,2023-08-27 08:35,14.511,-92.419,13.4,2.9,  2.9,     ,     ,13,0.48, 291,   5.3,   4.9,  11.1, L  ,-,      ,      ,     ,cortical
3461,27-1834-34L.S202308,2023-08-27 12:34,12.85,-90.354,13.9,3.2,  3.2,     ,     ,16,0.42, 270,   4.0,   3.5,  9.4 , L  ,-,      ,      ,     ,cortical
3462,27-2334-37L.S202308,2023-08-27 17:34,14.752,-93.006,27.3,3.7,  3.7,     ,     ,24,0.87, 247,   3.1,   3.0,  4.6 , L  ,-,      ,      ,     ,subducción interfase
3463,28-0421-18L.S202308,2023-08-27 22:21,14.104,-91.998,18.2,4.0,  4.0,     ,     ,31,0.73, 227,   3.2,   2.8,  3.5 , L  ,-,      ,      ,     ,cortical
3464,28-1345-05L.S202308,2023-08-28 07:45,14.296,-92.86,25.7,3.0,  3.0,     ,     ,10,0.22, 325,   8.3,   5.7,  0.0 , L  ,-,      ,      ,     ,subducción interfase
3465,28-1506-49L.S202308,2023-08-28 09:06,13.765,-91.231,42.0,3.8,  3.8,     ,     ,23,0.59, 236,   3.5,   2.1,  0.0 , L  ,-,      ,      ,     ,subducción interfase
3466,28-1613-46L.S202308,2023-08-28 10:13,14.058,-91.444,44.0,3.6,  3.6,     ,     ,16,0.75, 262,   6.1,   7.3,  0.0 , L  ,-,      ,      ,     ,subducción interfase
3467,28-1649-43L.S202308,2023-08-28 10:49,14.152,-91.446,46.0,3.4,  3.4,     ,     ,15,0.68, 253,   6.1,   4.0,  0.0 , L  ,-,      ,      ,     ,subducción interfase
3468,28-2218-54L.S202308,2023-08-28 16:18,14.226,-92.349,16.6,5.3,  5.3,     ,     ,46,1.16, 190,   2.2,   2.3,  2.6 , L  ,2,      ,      ,     ,cortical
3469,28-2232-14L.S202308,2023-08-28 16:32,16.395,-96.242,18.9,5.7,  5.7,     ,     ,24,0.88, 274,   6.1,  11.9,  14.2, L  ,-,      ,      ,     ,cortical
3470,29-0048-27L.S202308,2023-08-28 18:48,12.249,-89.452,7.6,3.5,  3.5,     ,     ,24,0.57, 263,   9.2,   7.6,  10.7, L  ,-,      ,      ,     ,cortical
3471,29-0848-20L.S202308,2023-08-29 02:48,12.66,-88.299,27.7,4.0,  4.0,     ,     ,64,0.74, 198,   2.0,   1.1,  3.0 , L  ,-,      ,      ,     ,subducción interfase
3472,29-0919-33L.S202308,2023-08-29 03:19,13.553,-91.997,12.0,3.1,  3.1,     ,     ,21,0.78, 299,   3.7,   4.2,  4.3 , L  ,-,      ,      ,     ,cortical
3473,29-1109-28L.S202308,2023-08-29 05:09,15.078,-92.708,81.3,2.9,  2.9,     ,     ,22,0.86, 186,   4.0,   4.1,  5.2 , L  ,-,      ,      ,     ,subducción intraplaca
3474,29-1117-56L.S202308,2023-08-29 05:17,13.788,-92.446,5.9,3.2,  3.2,     ,     ,11,0.93, 297,   4.1,   4.5,  5.1 , L  ,-,      ,      ,     ,cortical
3475,29-1222-28L.S202308,2023-08-29 06:22,13.809,-92.016,23.3,3.0,  3.0,     ,     ,8,0.75, 282,   5.7,   5.7,  8.5 , L  ,-,      ,      ,     ,cortical
3476,29-1718-14L.S202308,2023-08-29 11:18,14.324,-90.65,208.6,2.8,  2.8,     ,     ,22,0.61, 159,  15.8,   7.6,  26.7, L  ,-,      ,      ,     ,subducción intraplaca
3477,29-2037-09L.S202308,2023-08-29 14:37,14.126,-91.711,30.0,3.1,  3.1,     ,     ,24,0.58, 225,   3.4,   2.7,  2.4 , L  ,-,      ,      ,     ,subducción interfase
3478,29-2128-41L.S202308,2023-08-29 15:28,13.013,-89.188,17.6,4.0,  4.0,     ,     ,44,0.48, 218,   2.2,   1.6,  3.0 , L  ,-,      ,      ,     ,cortical
3479,29-2216-44L.S202308,2023-08-29 16:16,14.37,-92.309,24.6,3.0,  3.0,     ,     ,11,0.55, 303,   5.1,   4.7,  8.4 , L  ,-,      ,      ,     ,cortical
3480,30-0320-02L.S202308,2023-08-29 21:20,14.289,-91.702,20.7,2.7,  2.7,     ,     ,18,0.81, 150,   3.0,   3.9,  3.9 , L  ,-,      ,      ,     ,cortical
3481,30-0809-27L.S202308,2023-08-30 02:09,15.561,-93.181,88.1,2.7,  2.7,     ,     ,5,0.6, 231,   9.3,   5.8,  8.1 , L  ,-,      ,      ,     ,subducción intraplaca
3482,30-0907-36L.S202308,2023-08-30 03:07,13.67,-90.881,3.7,2.4,  2.4,     ,     ,11,0.2, 293,   4.0,   4.7,  4.3 , L  ,-,      ,      ,     ,cortical
3483,30-2017-22L.S202308,2023-08-30 14:17,14.926,-94.224,29.0,4.0,  4.0,     ,     ,7,0.77, 337,  13.6,   6.2,   0.0, L  ,-,      ,      ,     ,subducción interfase
3484,31-0128-42L.S202308,2023-08-30 19:28,14.432,-92.397,27.7,3.1,  3.1,     ,     ,15,0.54, 291,   4.4,   4.3,  7.0 , L  ,-,      ,      ,     ,subducción interfase
3485,31-0215-07L.S202308,2023-08-30 20:15,14.368,-92.599,33.2,2.9,  2.9,     ,     ,16,0.62, 248,   5.1,   3.5,  15.6, L  ,-,      ,      ,     ,subducción interfase
3486,31-0344-21L.S202308,2023-08-30 21:44,14.95,-92.096,0.0,2.3,  2.3,     ,     ,15,0.68, 137,   1.5,   2.5,  0.0 , L  ,-,      ,      ,     ,cortical
3487,31-0504-56L.S202308,2023-08-30 23:04,14.541,-92.512,43.4,3.4,  3.4,     ,     ,18,0.57, 276,   3.9,   5.4,  7.6 , L  ,-,      ,      ,     ,subducción interfase
3488,31-0600-36L.S202308,2023-08-31 00:00,16.882,-94.923,66.6,3.6,  3.6,     ,     ,7,0.59, 227,   9.3,   3.6,  24.2, L  ,-,      ,      ,     ,subducción intraplaca
3489,31-0644-34L.S202308,2023-08-31 00:44,14.288,-92.822,22.7,3.7,  3.7,     ,     ,22,0.74, 265,   3.5,   3.5,  6.5 , L  ,-,      ,      ,     ,cortical
3490,31-0738-54L.S202308,2023-08-31 01:38,14.368,-92.821,53.6,2.8,  2.8,     ,     ,14,0.52, 302,   9.6,  13.2,  46.6, L  ,-,      ,      ,     ,subducción interfase
3491,31-0921-56L.S202308,2023-08-31 03:21,14.861,-93.234,28.7,4.1,  4.1,     ,     ,16,0.81, 259,   3.9,   4.5,  7.8 , L  ,-,      ,      ,     ,subducción interfase
3492,31-1631-18L.S202308,2023-08-31 10:31,14.269,-91.976,36.0,3.9,  3.9,     ,     ,22,0.63, 255,   3.4,   3.3,  0.0 , L  ,-,      ,      ,     ,subducción interfase
3493,31-1931-33L.S202308,2023-08-31 13:31,14.059,-92.364,32.0,3.1,  3.1,     ,     ,13,0.43, 300,   4.5,   4.9,  0.0 , L  ,-,      ,      ,     ,subducción interfase
3494,31-2332-37L.S202308,2023-08-31 17:32,12.941,-89.066,25.4,3.5,  3.5,     ,     ,28,0.43, 244,   3.9,   2.2,  4.7 , L  ,-,      ,      ,     ,subducción interfase
3495,01-0812-18L.S202309,2023-09-01 02:12,13.48,-90.516,16.9,3.1,  3.1,     ,     ,18,0.35, 274,   3.8,   3.2,  6.6 , L  ,-,      ,      ,     ,cortical
3496,01-1144-09L.S202309,2023-09-01 05:44,13.739,-91.78,39.0,4.0,  4.0,     ,     ,28,0.86, 262,   5.0,   3.1,  6.8 , L  ,-,      ,      ,     ,subducción interfase
3497,01-1234-28L.S202309,2023-09-01 06:34,14.691,-93.92,22.4,4.0,  4.0,     ,     ,8,0.19, 336,  10.4,   5.6,   0.0, L  ,-,      ,      ,     ,cortical
3498,01-1700-19L.S202309,2023-09-01 11:00,13.758,-91.144,19.1,3.2,  3.2,     ,     ,22,0.4, 236,   3.2,   2.0,  5.5 , L  ,-,      ,      ,     ,cortical
3499,01-1720-06L.S202309,2023-09-01 11:20,13.002,-89.056,22.2,3.3,  3.3,     ,     ,11,0.34, 262,   5.2,   2.5,  7.1 , L  ,-,      ,      ,     ,cortical
3500,01-1852-37L.S202309,2023-09-01 12:52,13.33,-90.086,27.3,3.5,  3.5,     ,     ,28,0.41, 226,   2.9,   1.9,  3.3 , L  ,-,      ,      ,     ,subducción interfase
3501,02-0545-37L.S202309,2023-09-01 23:45,14.89,-92.732,49.1,4.0,  4.0,     ,     ,45,0.85, 203,   2.5,   2.4,  4.7 , L  ,-,      ,      ,     ,subducción interfase
3502,02-1121-41L.S202309,2023-09-02 05:21,13.464,-90.847,8.0,3.2,  3.2,     ,     ,14,0.75, 249,   3.5,   2.6,  5.4 , L  ,-,      ,      ,     ,cortical
3503,02-1648-49L.S202309,2023-09-02 10:48,14.385,-90.944,155.4,3.4,  3.4,     ,     ,31,0.58, 121,   5.2,   3.1,  4.1 , L  ,-,      ,      ,     ,subducción intraplaca
3504,02-1812-32L.S202309,2023-09-02 12:12,14.733,-91.569,2.2,1.3,  1.3,     ,     ,9,0.18, 102,   2.2,   2.8,  4.8 , L  ,-,      ,      ,     ,cortical
3505,03-0007-22L.S202309,2023-09-02 18:07,13.95,-89.76,3.3,2.6,  2.6,     ,     ,8,0.25, 93 ,  1.8 ,  3.9 , 4.6  , L  ,-,      ,      ,     ,cortical
3506,03-0007-49L.S202309,2023-09-02 18:07,13.952,-89.817,4.0,1.8,  1.8,     ,     ,3,0.04, 240,   2.7,  25.2,  13.9, L  ,-,      ,      ,     ,cortical
3507,03-0007-59L.S202309,2023-09-02 18:07,13.94,-89.689,2.6,1.9,  1.9,     ,     ,7,0.26, 242,   3.4,   5.6,  2.9 , L  ,-,      ,      ,     ,cortical
3508,03-0008-17L.S202309,2023-09-02 18:08,13.947,-89.764,3.2,1.8,  1.8,     ,     ,5,0.32, 174,   1.9,   7.6,  6.6 , L  ,-,      ,      ,     ,cortical
3509,03-0011-01L.S202309,2023-09-02 18:11,13.947,-89.771,5.4,1.5,  1.5,     ,     ,4,0.08, 200,   2.2,  10.5,   8.3, L  ,-,      ,      ,     ,cortical
3510,03-0106-01L.S202309,2023-09-02 19:06,13.635,-90.853,25.4,4.4,  4.4,     ,     ,40,0.49, 234,   4.7,   2.4,  8.4 , L  ,2,      ,      ,     ,subducción interfase
3511,03-0205-00L.S202309,2023-09-02 20:05,14.928,-92.247,92.8,2.6,  2.6,     ,     ,9,0.7, 165,   5.6,   6.9,  5.8 , L  ,-,      ,      ,     ,subducción intraplaca
3512,03-0220-13L.S202309,2023-09-02 20:20,15.345,-90.72,0.0,2.4,  2.4,     ,     ,8,0.32, 100,   2.0,   2.6,  3.5 , L  ,-,      ,      ,     ,cortical
3513,03-0236-56L.S202309,2023-09-02 20:36,13.948,-89.788,1.2,1.7,  1.7,     ,     ,7,0.81, 160,   2.5,   3.9,  5.3 , L  ,-,      ,      ,     ,cortical
3514,03-0335-15L.S202309,2023-09-02 21:35,13.95,-89.803,4.0,1.5,  1.5,     ,     ,6,0.13, 207,   3.7,   7.5,  8.1 , L  ,-,      ,      ,     ,cortical
3515,03-0335-43L.S202309,2023-09-02 21:35,14.051,-89.851,3.9,1.1,  1.1,     ,     ,4,0.14, 178,   2.5,   3.9,  5.3 , L  ,-,      ,      ,     ,cortical
3516,03-0430-33L.S202309,2023-09-02 22:30,14.331,-92.238,20.4,3.0,  3.0,     ,     ,13,0.27, 301,   4.4,   4.0,  7.8 , L  ,-,      ,      ,     ,cortical
3517,03-0523-02L.S202309,2023-09-02 23:23,13.947,-89.787,3.6,1.2,  1.2,     ,     ,6,0.17, 158,   1.9,   4.2,  4.5 , L  ,-,      ,      ,     ,cortical
3518,03-0607-03L.S202309,2023-09-03 00:07,13.94,-89.78,4.0,1.5,  1.5,     ,     ,6,0.36, 148,   1.9,   3.9,  4.2 , L  ,-,      ,      ,     ,cortical
3519,03-0623-18L.S202309,2023-09-03 00:23,13.947,-89.784,2.8,1.7,  1.7,     ,     ,7,0.29, 155,   2.0,   3.9,  3.8 , L  ,-,      ,      ,     ,cortical
3520,03-0654-11L.S202309,2023-09-03 00:54,13.946,-89.762,1.7,1.9,  1.9,     ,     ,11,0.52, 115,   1.7,   2.1,  2.9 , L  ,-,      ,      ,     ,cortical
3521,03-0707-04L.S202309,2023-09-03 01:07,13.943,-89.778,1.8,1.9,  1.9,     ,     ,13,0.38, 122,   1.5,   2.1,  2.7 , L  ,-,      ,      ,     ,cortical
3522,03-0717-41L.S202309,2023-09-03 01:17,13.962,-89.768,3.6,1.2,  1.2,     ,     ,5,0.09, 196,   2.0,   8.0,  5.5 , L  ,-,      ,      ,     ,cortical
3523,03-0733-55L.S202309,2023-09-03 01:33,13.951,-89.765,1.8,1.9,  1.9,     ,     ,11,0.38, 109,   1.7,   2.2,  2.8 , L  ,-,      ,      ,     ,cortical
3524,03-0736-08L.S202309,2023-09-03 01:36,13.948,-89.76,1.0,1.9,  1.9,     ,     ,8,0.31, 136,   1.8,   2.6,  3.1 , L  ,-,      ,      ,     ,cortical
3525,03-0745-46L.S202309,2023-09-03 01:45,14.977,-89.723,1.9,1.8,  1.8,     ,     ,12,0.71, 66 ,  1.4 ,  1.4 , 1.9  , L  ,-,      ,      ,     ,cortical
3526,03-0759-03L.S202309,2023-09-03 01:59,14.129,-89.744,8.1,1.1,  1.1,     ,     ,7,0.44, 89 ,  1.9 ,  2.0 , 4.0  , L  ,-,      ,      ,     ,cortical
3527,03-0915-32L.S202309,2023-09-03 03:15,13.965,-89.779,5.1,1.5,  1.5,     ,     ,6,0.26, 142,   2.2,   3.4,  5.4 , L  ,-,      ,      ,     ,cortical
3528,03-0920-42L.S202309,2023-09-03 03:20,13.97,-89.776,4.1,2.0,  2.0,     ,     ,15,0.44, 68 ,  1.2 ,  1.6 , 1.6  , L  ,-,      ,      ,     ,cortical
3529,03-1201-56L.S202309,2023-09-03 06:01,13.948,-89.74,4.8,1.7,  1.7,     ,     ,6,0.38, 162,   2.2,   2.8,  2.1 , L  ,-,      ,      ,     ,cortical
3530,03-1248-58L.S202309,2023-09-03 06:48,13.945,-89.774,4.6,2.2,  2.2,     ,     ,11,0.29, 116,   1.7,   2.3,  1.7 , L  ,-,      ,      ,     ,cortical
3531,03-1449-13L.S202309,2023-09-03 08:49,13.964,-89.773,0.0,2.4,  2.4,     ,     ,10,0.25, 117,   2.9,   3.5,  0.0 , L  ,-,      ,      ,     ,cortical
3532,03-1536-26L.S202309,2023-09-03 09:36,13.957,-89.792,2.3,1.9,  1.9,     ,     ,8,0.69, 162,   2.1,   3.7,  3.9 , L  ,-,      ,      ,     ,cortical
3533,03-1619-49L.S202309,2023-09-03 10:19,13.95,-89.796,2.5,2.0,  2.0,     ,     ,8,0.55, 170,   2.2,   5.5,  4.1 , L  ,-,      ,      ,     ,cortical
3534,03-1645-44L.S202309,2023-09-03 10:45,14.41,-92.499,11.2,3.3,  3.3,     ,     ,11,0.33, 299,   5.2,   5.7,  17.0, L  ,-,      ,      ,     ,cortical
3535,03-1650-44L.S202309,2023-09-03 10:50,13.959,-89.796,4.3,2.0,  2.0,     ,     ,8,0.27, 166,   2.2,   4.3,  4.1 , L  ,-,      ,      ,     ,cortical
3536,03-1854-52L.S202309,2023-09-03 12:54,13.413,-90.617,18.0,2.9,  2.9,     ,     ,13,0.6, 246,   5.1,   3.1,  13.1, L  ,-,      ,      ,     ,cortical
3537,03-2244-31L.S202309,2023-09-03 16:44,13.132,-89.809,21.4,4.0,  4.0,     ,     ,50,0.6, 215,   2.1,   1.3,  2.7 , L  ,-,      ,      ,     ,cortical
